Hour,Lane 1 Speed (mph),Lane 1 Flow (Veh/Hour),Lane 2 Speed (mph),Lane 2 Flow (Veh/Hour),Lane 3 Speed (mph),Lane 3 Flow (Veh/Hour),Speed (mph),Flow (Veh/Hour),# Lane Points,% Observed,Lane 1 Occ (%),Lane 2 Occ (%),Lane 3 Occ (%),Occupancy (%)
4/15/2022 6:00,72.1,488,69.9,580,62.9,326,69,1394,36,100,2.7,3.5,2.2,2.8
4/15/2022 7:00,71.9,676,69.3,801,62.9,465,68.7,1942,36,100,3.8,4.9,3.1,3.9
4/15/2022 8:00,72.2,748,70.9,809,63.1,447,69.6,2004,36,100,4.2,4.9,3,4.1
4/15/2022 9:00,70,970,67.9,937,63.7,577,67.7,2484,36,100,5.6,5.8,4,5.1
4/15/2022 10:00,69.5,1212,67.3,1054,63,608,67.3,2874,36,100,7,6.6,4.2,5.9
4/15/2022 11:00,68.7,1275,66.9,1007,62.6,654,66.7,2936,36,100,7.4,6.3,4.5,6.1
4/15/2022 12:00,66.4,1281,65.4,1070,61.9,652,65.1,3003,36,100,7.7,6.9,4.5,6.4
4/15/2022 13:00,67.1,1346,66.7,1136,62,661,65.9,3143,36,100,8,7.1,4.5,6.6
4/15/2022 14:00,68.5,1362,68.1,1157,63.7,654,67.4,3173,36,100,8,7.1,4.4,6.5
4/15/2022 15:00,68.1,1390,67.5,1203,61.9,656,66.6,3249,36,100,8.2,7.5,4.5,6.7
4/15/2022 16:00,68.9,1242,68.5,1099,63.5,618,67.6,2959,36,100,7.2,6.7,4,6
4/15/2022 17:00,68.9,1389,68.7,1157,63.1,664,67.7,3210,36,100,8.1,7.1,4.4,6.5
4/15/2022 18:00,68,1218,67.9,1056,62.2,617,66.7,2891,36,100,7.2,6.6,4.1,6
4/15/2022 19:00,68.1,1165,67.5,982,62.7,570,66.7,2717,36,100,6.9,6.1,3.8,5.6
4/15/2022 20:00,68.3,924,67.2,918,62.6,537,66.6,2379,36,100,5.4,5.8,3.6,4.9
4/15/2022 21:00,71.9,755,69.9,834,61.8,499,68.7,2088,36,100,4.4,5.1,3.4,4.3
4/15/2022 22:00,71.5,574,69.1,648,62.3,401,68.3,1623,36,100,3.3,4,2.6,3.3
4/15/2022 23:00,71.5,395,68.9,475,62.7,299,68.2,1169,36,100,2.3,2.9,1.9,2.4
4/16/2022 0:00,71.7,248,69.2,348,62.6,216,68.2,812,36,100,1.4,2.1,1.4,1.7
4/16/2022 1:00,71.9,197,69.2,313,62.6,171,68.3,681,36,100,1.1,1.9,1.1,1.4
4/16/2022 2:00,71.8,138,69.4,262,62.7,138,68.3,538,36,100,0.8,1.6,0.9,1.1
4/16/2022 3:00,71.9,115,69.7,202,62.6,94,68.7,411,36,100,0.7,1.2,0.7,0.8
4/16/2022 4:00,71.9,92,69.7,183,62.7,83,68.7,358,36,100,0.5,1.1,0.6,0.7
4/16/2022 5:00,71.8,150,69.6,252,62.6,123,68.6,525,36,100,0.9,1.5,0.8,1.1
4/16/2022 6:00,71.9,284,69.5,443,62.5,205,68.7,932,36,100,1.6,2.7,1.4,1.9
4/16/2022 7:00,72.2,490,69.9,649,62.9,335,69.1,1474,36,100,2.7,3.9,2.2,2.9
4/16/2022 8:00,70.9,815,68.5,907,62.6,435,68.2,2157,36,100,4.6,5.5,2.9,4.3
4/16/2022 9:00,69.4,1033,67.6,1067,62.6,558,67.2,2658,36,100,5.9,6.5,3.7,5.4
4/16/2022 10:00,68.5,1246,67.5,1128,62.7,680,66.8,3054,36,100,7.2,6.9,4.5,6.2
4/16/2022 11:00,68.7,1364,67.4,1121,63.4,674,67.1,3159,36,100,7.8,6.9,4.4,6.4
4/16/2022 12:00,68,1404,67.1,1179,63.1,618,66.7,3201,36,100,8.1,7.3,4,6.5
4/16/2022 13:00,67.4,1375,67.2,1170,62.3,668,66.3,3213,36,100,8.1,7.2,4.3,6.5
4/16/2022 14:00,67.5,1405,66.8,1179,62.4,722,66.1,3306,36,100,8.2,7.3,4.7,6.7
4/16/2022 15:00,67.2,1459,67,1253,62.5,737,66.1,3449,36,100,8.6,7.7,4.8,7
4/16/2022 16:00,67.3,1470,66.9,1218,62.1,762,66,3450,36,100,8.6,7.5,4.9,7
4/16/2022 17:00,67.5,1409,67.2,1227,62.5,720,66.3,3356,36,100,8.3,7.6,4.7,6.8
4/16/2022 18:00,62.8,1413,62,1233,58.3,559,61.7,3205,36,100,8.9,8.2,3.9,7
4/16/2022 19:00,65.4,1261,65.2,1094,61.5,618,64.5,2973,36,100,7.6,6.9,4.1,6.2
4/16/2022 20:00,66.5,1091,65.6,1045,61.9,654,65.1,2790,36,100,6.5,6.6,4.3,5.8
4/16/2022 21:00,71,958,68.8,995,61.8,541,68.1,2494,36,100,5.7,6.2,3.5,5.1
4/16/2022 22:00,71.8,736,69.5,813,62.2,438,68.8,1987,36,100,4.3,5,2.8,4
4/16/2022 23:00,72.2,551,69.6,565,62.8,326,69,1442,36,100,3.2,3.5,2.1,2.9
4/17/2022 0:00,72.1,344,69.7,425,62.7,234,68.9,1003,36,100,2,2.6,1.5,2
4/17/2022 1:00,71.9,271,69.5,361,62.7,174,68.8,806,36,100,1.6,2.2,1.1,1.6
4/17/2022 2:00,72,204,69.5,352,62.5,175,68.5,731,36,100,1.2,2.2,1.1,1.5
4/17/2022 3:00,71.9,143,69.6,232,62.7,86,69,461,36,100,0.8,1.4,0.6,0.9
4/17/2022 4:00,71.9,85,69.5,212,62.7,79,68.6,376,36,100,0.5,1.3,0.5,0.8
4/17/2022 5:00,71.9,114,69.6,241,62.8,116,68.5,471,36,100,0.6,1.5,0.8,1
4/17/2022 6:00,72,153,69.7,283,62.7,165,68.3,601,36,100,0.8,1.7,1.1,1.2
4/17/2022 7:00,71.9,297,70.3,523,63.1,283,68.9,1103,36,100,1.6,3.1,1.8,2.2
4/17/2022 8:00,72.5,491,70.1,695,63.2,424,69,1610,36,100,2.7,4.1,2.7,3.2
4/17/2022 9:00,71.5,910,68.2,929,62.8,572,68.2,2411,36,100,5.1,5.6,3.7,4.8
4/17/2022 10:00,69.1,1266,67.1,1133,62.7,612,67,3011,36,100,7.3,6.9,3.9,6
4/17/2022 11:00,68.4,1516,66.9,1297,62.8,714,66.7,3527,36,100,8.7,7.9,4.6,7.1
4/17/2022 12:00,67.8,1405,66.8,1186,63.6,658,66.6,3249,36,100,8.2,7.3,4.2,6.5
4/17/2022 13:00,67.8,1366,66.8,1166,63,646,66.5,3178,36,100,8,7.1,4.1,6.4
4/17/2022 14:00,67.9,1332,66.9,1149,62.9,656,66.5,3137,36,100,7.7,7,4.2,6.3
4/17/2022 15:00,68.2,1369,66.8,1256,62.2,694,66.4,3319,36,100,7.9,7.7,4.4,6.7
4/17/2022 16:00,67.7,1546,66.1,1334,61.5,747,65.8,3627,36,100,9,8.3,4.8,7.4
4/17/2022 17:00,66.5,1550,65.7,1315,61.8,775,65.2,3640,36,100,9.2,8.2,5,7.5
4/17/2022 18:00,68,1170,66.7,1089,62.5,637,66.3,2896,36,100,6.8,6.7,4.1,5.9
4/17/2022 19:00,66.6,1351,65.3,1134,61.9,587,65.2,3072,36,100,8,7.1,3.8,6.3
4/17/2022 20:00,66.5,1132,65.5,1009,62.7,548,65.4,2689,36,100,6.7,6.3,3.5,5.5
4/17/2022 21:00,71.4,805,68.9,825,62.3,400,68.6,2030,36,100,4.6,5.1,2.6,4.1
4/17/2022 22:00,72.3,499,69.6,557,62.5,276,69.1,1332,36,100,2.9,3.4,1.8,2.7
4/17/2022 23:00,71.8,264,69.6,411,62.6,195,68.7,870,36,100,1.5,2.5,1.3,1.8
4/18/2022 0:00,71.9,170,69.7,301,62.6,132,68.7,603,36,100,1,1.8,0.9,1.2
4/18/2022 1:00,71.9,109,69.7,212,62.7,115,68.4,436,36,100,0.6,1.3,0.8,0.9
4/18/2022 2:00,71.9,113,69.6,205,62.6,82,68.8,400,36,100,0.6,1.3,0.6,0.8
4/18/2022 3:00,71.9,150,69.7,265,62.7,119,68.8,534,36,100,0.8,1.6,0.8,1.1
4/18/2022 4:00,71.9,288,69.3,389,62.8,150,69.1,827,36,100,1.6,2.4,1,1.7
4/18/2022 5:00,71.7,397,69.1,486,62.4,226,68.7,1109,36,100,2.2,3,1.6,2.3
4/18/2022 6:00,72.1,569,69.6,665,62.6,343,69,1577,36,100,3.2,4,2.3,3.2
4/18/2022 7:00,71.8,736,69.3,825,62.7,416,68.9,1977,36,100,4.1,5,2.8,4
4/18/2022 8:00,71.7,798,68.1,876,62.1,490,68.1,2164,36,100,4.5,5.4,3.4,4.4
4/18/2022 9:00,71.8,879,66.6,889,62.6,569,67.6,2337,36,100,5.1,5.6,3.9,4.9
4/18/2022 10:00,70,704,67.2,815,62.7,488,67.1,2007,36,100,4,5.1,3.4,4.2
4/18/2022 11:00,69,849,67.3,875,62.7,548,66.8,2272,36,100,4.9,5.5,3.8,4.7
4/18/2022 12:00,68.1,1144,65.8,1063,62.4,681,65.9,2888,36,100,6.7,6.8,4.8,6.1
4/18/2022 13:00,67.2,1311,66,1124,61.6,668,65.6,3103,36,100,7.8,7.1,4.7,6.5
4/18/2022 14:00,66.1,1442,64.6,1215,61.4,664,64.6,3321,36,100,8.7,7.9,4.6,7.1
4/18/2022 15:00,67.1,1448,66.7,1227,62.6,698,66,3373,36,100,8.6,7.7,4.7,7
4/18/2022 16:00,68,1402,67.4,1179,62.5,683,66.7,3264,36,100,8.2,7.3,4.6,6.7
4/18/2022 17:00,68.3,1414,67.8,1196,61.7,679,66.7,3289,36,100,8.2,7.4,4.5,6.7
4/18/2022 18:00,70.1,1247,67.9,1050,61.2,699,67.2,2996,36,100,7.3,6.5,4.7,6.2
4/18/2022 19:00,70.9,848,69,868,61.8,529,68,2245,36,100,4.9,5.4,3.5,4.6
4/18/2022 20:00,71.4,692,68.2,751,62.2,456,67.9,1899,36,100,4,4.7,3.1,3.9
4/18/2022 21:00,72,478,69.8,585,63.1,347,68.9,1410,36,100,2.7,3.6,2.3,2.9
4/18/2022 22:00,71.5,389,69.4,474,62.6,271,68.5,1134,36,100,2.2,2.9,1.8,2.3
4/18/2022 23:00,71.9,233,69.9,304,62.8,183,68.7,720,36,100,1.3,1.8,1.2,1.5
4/19/2022 0:00,71.8,139,69.8,224,62.8,132,68.5,495,36,100,0.8,1.4,0.9,1
4/19/2022 1:00,71.9,97,69.7,192,62.7,115,68.2,404,36,100,0.6,1.2,0.8,0.8
4/19/2022 2:00,71.9,90,69.6,144,62.7,76,68.6,310,36,100,0.5,0.9,0.5,0.7
4/19/2022 3:00,71.8,115,69.7,200,62.7,111,68.5,426,36,100,0.7,1.2,0.8,0.9
4/19/2022 4:00,72,187,70,337,62.7,152,68.9,676,36,100,1,2,1,1.4
4/19/2022 5:00,71.7,386,69.4,472,62.8,220,68.9,1078,36,100,2.2,2.9,1.5,2.2
4/19/2022 6:00,72.2,610,70.3,654,62.6,331,69.4,1595,36,100,3.4,3.9,2.2,3.2
4/19/2022 7:00,72,786,69.9,856,63,445,69.2,2087,36,100,4.4,5.2,3,4.2
4/19/2022 8:00,70.4,804,67.7,880,62.4,501,67.5,2185,36,100,4.6,5.4,3.4,4.5
4/19/2022 9:00,70.6,829,66.5,915,62.3,505,67.1,2249,36,100,4.8,5.8,3.5,4.7
4/19/2022 10:00,70.9,886,65.5,941,62,546,66.7,2373,36,100,5.2,6,3.9,5
4/19/2022 11:00,67.8,923,65,962,62.3,607,65.4,2492,36,100,5.5,6.2,4.3,5.3
4/19/2022 12:00,67.3,1139,65,1079,62.1,675,65.3,2893,36,100,6.7,6.9,4.8,6.1
4/19/2022 13:00,65.7,1259,63.9,1086,61,659,64,3004,36,100,7.6,7.1,4.7,6.5
4/19/2022 14:00,66.7,1349,64.9,1153,62.3,704,65.1,3206,36,100,8.1,7.4,4.9,6.8
4/19/2022 15:00,67.3,1360,65.9,1185,62.2,707,65.7,3252,36,100,8.1,7.5,4.9,6.8
4/19/2022 16:00,67.3,1427,66.5,1136,62,734,65.8,3297,36,100,8.4,7.1,5,6.8
4/19/2022 17:00,67.2,1419,66.3,1161,61.8,704,65.7,3284,36,100,8.4,7.3,4.7,6.8
4/19/2022 18:00,67.6,1227,66.6,1102,61.2,688,65.8,3017,36,100,7.2,6.9,4.7,6.3
4/19/2022 19:00,66.6,895,63.8,968,57.4,579,63.3,2442,36,100,5.8,6.7,4.3,5.6
4/19/2022 20:00,63.2,559,61.6,868,57,520,60.8,1947,36,100,3.7,6,3.8,4.5
4/19/2022 21:00,71.4,522,69.2,617,62.2,383,68.2,1522,36,100,3,3.8,2.6,3.1
4/19/2022 22:00,71.4,348,68.9,466,62.6,276,68.1,1090,36,100,2,2.9,1.9,2.2
4/19/2022 23:00,71.7,225,69.3,360,62.7,175,68.5,760,36,100,1.3,2.2,1.2,1.6
4/20/2022 0:00,71.9,136,69.4,257,62.7,147,68.2,540,36,100,0.8,1.6,1,1.1
4/20/2022 1:00,71.9,94,69.7,200,62.6,112,68.2,406,36,100,0.5,1.2,0.8,0.8
4/20/2022 2:00,71.8,63,69.5,153,62.6,85,68.1,301,36,100,0.4,1,0.6,0.6
4/20/2022 3:00,71.8,94,69.6,197,62.5,121,68,412,36,100,0.5,1.2,0.9,0.9
4/20/2022 4:00,71.7,214,69.5,294,62.7,147,68.7,655,36,100,1.2,1.8,1,1.3
4/20/2022 5:00,71.2,390,68.6,477,62.6,205,68.4,1072,36,100,2.2,3,1.4,2.2
4/20/2022 6:00,71.3,602,69.1,635,62.4,304,68.7,1541,36,100,3.4,3.9,2.1,3.1
4/20/2022 7:00,71.4,750,69.5,837,62.4,457,68.6,2044,36,100,4.2,5.1,3.1,4.1
4/20/2022 8:00,71.1,748,67.9,867,62.4,516,67.7,2131,36,100,4.3,5.4,3.6,4.4
4/20/2022 9:00,71.2,817,66.9,888,62.1,521,67.3,2226,36,100,4.8,5.6,3.6,4.7
4/20/2022 10:00,68.9,930,67.1,923,62.7,597,66.7,2450,36,100,5.4,5.8,4.2,5.1
4/20/2022 11:00,68.5,1075,66.3,1028,62.9,656,66.4,2759,36,100,6.3,6.5,4.6,5.8
4/20/2022 12:00,68,1167,66.6,1052,62.5,673,66.2,2892,36,100,6.8,6.7,4.7,6.1
4/20/2022 13:00,67,1373,65.6,1152,61.4,708,65.3,3233,36,100,8.2,7.4,5,6.9
4/20/2022 14:00,66.8,1460,66.1,1208,62.6,760,65.6,3428,36,100,8.7,7.7,5.2,7.2
4/20/2022 15:00,67.1,1423,66.8,1169,62.6,732,66,3324,36,100,8.5,7.4,5,6.9
4/20/2022 16:00,67.1,1435,66.7,1207,62.2,709,65.9,3351,36,100,8.5,7.6,4.8,7
4/20/2022 17:00,67.3,1444,67.3,1167,62.4,728,66.2,3339,36,100,8.6,7.3,4.9,6.9
4/20/2022 18:00,65.2,1253,65.5,1113,60.9,703,64.3,3069,36,100,7.7,7.1,4.8,6.6
4/20/2022 19:00,66,1134,65.2,980,61.8,562,64.8,2676,36,100,6.9,6.4,3.8,5.7
4/20/2022 20:00,70.4,774,67.2,843,62,536,67.1,2153,36,100,4.6,5.3,3.6,4.5
4/20/2022 21:00,70.8,536,68.3,648,62,368,67.7,1552,36,100,3.1,4.1,2.5,3.2
4/20/2022 22:00,71.3,346,68.4,490,62.2,279,67.7,1115,36,100,2,3.1,1.9,2.3
4/20/2022 23:00,71.7,205,69.3,331,62.4,202,68.1,738,36,100,1.2,2.1,1.4,1.5
4/21/2022 0:00,71.7,150,69.3,245,62.7,138,68.3,533,36,100,0.9,1.6,1,1.1
4/21/2022 1:00,71.8,102,69.4,176,62.6,125,67.9,403,36,100,0.6,1.1,0.9,0.9
4/21/2022 2:00,71.8,64,69.4,178,62.5,96,67.9,338,36,100,0.4,1.1,0.7,0.7
4/21/2022 3:00,71.9,97,69.7,191,62.6,103,68.4,391,36,100,0.6,1.2,0.7,0.8
4/21/2022 4:00,71.9,210,69.5,313,62.8,160,68.7,683,36,100,1.2,1.9,1.1,1.4
4/21/2022 5:00,71.7,370,69.4,470,62.6,214,68.8,1054,36,100,2.1,2.9,1.5,2.1
4/21/2022 6:00,72.2,577,69.9,666,62.7,330,69.2,1573,36,100,3.2,4,2.2,3.2
4/21/2022 7:00,71.6,808,69.8,904,62.5,438,69,2150,36,100,4.6,5.5,3,4.3
4/21/2022 8:00,71.6,796,68.2,866,62.5,503,68.1,2165,36,100,4.5,5.4,3.5,4.5
4/21/2022 9:00,71.2,959,67,948,62,530,67.6,2437,36,100,5.5,6,3.7,5.1
4/21/2022 10:00,69.2,1001,66.9,992,61.6,587,66.6,2580,36,100,5.8,6.2,4.1,5.4
4/21/2022 11:00,68.2,1126,66.3,1032,61.4,660,65.9,2818,36,100,6.6,6.6,4.7,5.9
4/21/2022 12:00,68.1,1042,66.6,1035,62.1,652,66.1,2729,36,100,6.1,6.5,4.6,5.8
4/21/2022 13:00,67.9,1179,66.8,1048,63.1,634,66.4,2861,36,100,6.9,6.6,4.4,6
4/21/2022 14:00,67.5,1379,66.2,1145,62.6,680,66,3204,36,100,8.1,7.3,4.6,6.7
4/21/2022 15:00,67.2,1372,66.7,1186,61.1,686,65.7,3244,36,100,8.1,7.5,4.7,6.8
4/21/2022 16:00,67.5,1413,67.3,1202,62.1,711,66.3,3326,36,100,8.3,7.5,4.8,6.9
4/21/2022 17:00,67.8,1380,67.6,1156,62.8,676,66.7,3212,36,100,8.1,7.2,4.5,6.6
4/21/2022 18:00,66.8,1262,66.6,1113,62,672,65.7,3047,36,100,7.5,7,4.5,6.4
4/21/2022 19:00,65.8,1059,65.8,964,61,583,64.7,2606,36,100,6.4,6.2,4,5.5
4/21/2022 20:00,69.5,915,67.5,882,61.6,515,67,2312,36,100,5.4,5.6,3.5,4.8
4/21/2022 21:00,70.3,631,68.8,698,62.6,382,68,1711,36,100,3.7,4.3,2.5,3.5
4/21/2022 22:00,71,458,68.9,523,62.1,291,68.1,1272,36,100,2.7,3.2,2,2.6
4/21/2022 23:00,71.6,242,69.5,360,62.4,230,68.1,832,36,100,1.4,2.2,1.6,1.7
4/22/2022 0:00,71.8,163,69.6,274,62.5,143,68.5,580,36,100,1,1.7,1,1.2
4/22/2022 1:00,71.7,108,69.1,221,62.5,125,67.9,454,36,100,0.6,1.4,0.9,1
4/22/2022 2:00,71.6,87,68.8,204,62.5,90,67.9,381,36,100,0.5,1.4,0.7,0.9
4/22/2022 3:00,71.7,99,69.2,200,62.5,100,68.1,399,36,100,0.6,1.3,0.7,0.9
4/22/2022 4:00,71.5,154,68.5,276,62.4,132,67.9,562,36,100,0.9,1.8,1,1.2
4/22/2022 5:00,71,335,67.9,461,62.3,200,67.9,996,36,100,1.9,2.9,1.4,2.1
4/22/2022 6:00,71.2,517,68.6,610,62.3,321,68.1,1448,36,100,2.9,3.7,2.2,3
4/22/2022 7:00,71.1,708,68.7,815,61.8,474,67.9,1997,36,100,4,5,3.2,4.1
4/22/2022 8:00,70.7,701,68.3,802,61.9,503,67.5,2006,36,100,4,5,3.5,4.2
4/22/2022 9:00,68.7,914,66.8,949,60.5,607,66,2470,36,100,5.4,6,4.3,5.2
4/22/2022 10:00,67.9,1162,65.7,1078,60.2,630,65.4,2870,36,100,6.9,6.9,4.5,6.1
4/22/2022 11:00,68,1236,65.8,1152,60.7,698,65.5,3086,36,100,7.3,7.4,4.9,6.5
4/22/2022 12:00,67.4,1252,65.9,1042,61.8,627,65.7,2921,36,100,7.4,6.6,4.4,6.1
4/22/2022 13:00,66.5,1362,65.5,1078,61.7,662,65.1,3102,36,100,8.2,6.9,4.6,6.6
4/22/2022 14:00,67.3,1358,66.2,1133,61.1,709,65.5,3200,36,100,8.1,7.2,4.9,6.7
4/22/2022 15:00,67.4,1333,66.6,1125,61.7,681,65.9,3139,36,100,7.9,7.1,4.6,6.5
4/22/2022 16:00,67.6,1359,67.6,1154,61.3,678,66.3,3191,36,100,8,7.2,4.6,6.6
4/22/2022 17:00,68.1,1324,67.3,1099,62.3,646,66.6,3069,36,100,7.8,6.9,4.3,6.3
4/22/2022 18:00,68.1,1199,67.6,1079,62.5,668,66.7,2946,36,100,7.1,6.7,4.4,6.1
4/22/2022 19:00,68.6,989,67.8,930,62.9,592,66.9,2511,36,100,5.8,5.8,3.9,5.2
4/22/2022 20:00,68.5,864,67.2,925,62.8,552,66.7,2341,36,100,5.1,5.8,3.6,4.8
4/22/2022 21:00,71.4,693,69.2,798,62.6,511,68.3,2002,36,100,4,4.9,3.4,4.1
4/22/2022 22:00,71.6,631,68.8,705,62.1,415,68.2,1751,36,100,3.6,4.3,2.8,3.6
4/22/2022 23:00,71.4,495,68.6,576,62.5,300,68.3,1371,36,100,2.8,3.5,2,2.8
4/23/2022 0:00,71.7,276,69.3,394,62.6,215,68.4,885,36,100,1.6,2.4,1.4,1.8
4/23/2022 1:00,71.9,192,69.5,317,62.6,158,68.6,667,36,100,1.1,1.9,1.1,1.4
4/23/2022 2:00,71.8,183,69.5,289,62.6,146,68.6,618,36,100,1.1,1.8,1,1.3
4/23/2022 3:00,71.7,107,69.4,221,62.6,108,68.3,436,36,100,0.6,1.4,0.7,0.9
4/23/2022 4:00,71.8,118,69.4,233,62.8,110,68.4,461,36,100,0.7,1.4,0.7,1
4/23/2022 5:00,71.7,176,69.5,296,62.6,140,68.5,612,36,100,1,1.8,1,1.3
4/23/2022 6:00,71.8,335,69,511,62.5,262,68.3,1108,36,100,1.9,3.1,1.8,2.2
4/23/2022 7:00,72.1,618,69.7,728,62.7,352,69.1,1698,36,100,3.4,4.3,2.3,3.3
4/23/2022 8:00,71.7,829,68.7,871,62.5,485,68.5,2185,36,100,4.6,5.2,3.2,4.3
4/23/2022 9:00,70.3,985,67.9,1001,63,549,67.8,2535,36,100,5.5,6.1,3.6,5.1
4/23/2022 10:00,69,1199,66.9,1068,61.8,636,66.6,2903,36,100,6.9,6.6,4.2,5.9
4/23/2022 11:00,68.7,1373,66.8,1237,61.2,675,66.4,3285,36,100,7.9,7.6,4.5,6.7
4/23/2022 12:00,67.9,1372,66.6,1195,61.4,667,66,3234,36,100,8,7.4,4.4,6.6
4/23/2022 13:00,67.2,1397,66.1,1185,61.6,678,65.6,3260,36,100,8.2,7.4,4.5,6.7
4/23/2022 14:00,67.2,1383,66.7,1184,61.4,692,65.8,3259,36,100,8.1,7.3,4.6,6.7
4/23/2022 15:00,67,1456,66.5,1205,61.9,688,65.8,3349,36,100,8.6,7.5,4.5,6.8
4/23/2022 16:00,67.8,1452,67.3,1245,62.2,741,66.4,3438,36,100,8.4,7.6,4.8,7
4/23/2022 17:00,68.1,1446,67.2,1238,62.4,733,66.5,3417,36,100,8.4,7.6,4.8,6.9
4/23/2022 18:00,67.2,1352,66.3,1177,61.5,716,65.6,3245,36,100,7.9,7.3,4.7,6.7
4/23/2022 19:00,66.6,1226,65.8,1125,61.4,627,65.2,2978,36,100,7.3,7.1,4.1,6.2
4/23/2022 20:00,66.8,1136,65.5,1040,61.5,579,65.2,2755,36,100,6.7,6.5,3.8,5.7
4/23/2022 21:00,71.7,1061,69.1,1037,62,589,68.6,2687,36,100,6.2,6.4,3.8,5.5
4/23/2022 22:00,71.9,906,70.2,929,62.7,492,69.3,2327,36,100,5.2,5.7,3.2,4.7
4/23/2022 23:00,70.9,677,69.3,722,62.5,363,68.5,1762,36,100,3.9,4.4,2.3,3.6
4/24/2022 0:00,71.7,405,69.7,528,62.6,267,68.8,1200,36,100,2.3,3.2,1.7,2.4
4/24/2022 1:00,71.7,285,69.5,425,62.5,206,68.6,916,36,100,1.6,2.6,1.3,1.9
4/24/2022 2:00,71.7,234,69.8,369,62.8,164,68.9,767,36,100,1.3,2.3,1,1.6
4/24/2022 3:00,71.9,153,69.6,272,62.6,128,68.6,553,36,100,0.9,1.7,0.8,1.1
4/24/2022 4:00,71.9,118,69.7,222,62.7,114,68.5,454,36,100,0.7,1.4,0.7,0.9
4/24/2022 5:00,71.9,141,69.8,263,62.7,96,69,500,36,100,0.8,1.6,0.6,1
4/24/2022 6:00,71.9,258,70,402,62.7,230,68.7,890,36,100,1.4,2.4,1.5,1.8
4/24/2022 7:00,71.8,391,69.6,559,62.6,327,68.5,1277,36,100,2.1,3.3,2.1,2.5
4/24/2022 8:00,71.4,534,69,712,61.9,367,68.2,1613,36,100,3,4.3,2.4,3.2
4/24/2022 9:00,72,933,67.7,925,62.2,536,68.1,2394,36,100,5.2,5.6,3.5,4.8
4/24/2022 10:00,69,1163,67,1072,62,596,66.8,2831,36,100,6.7,6.5,3.9,5.7
4/24/2022 11:00,67.5,1379,65.2,1204,60.6,648,65.3,3231,36,100,8.1,7.6,4.3,6.6
4/24/2022 12:00,67.6,1587,66,1309,61.6,724,65.8,3620,36,100,9.2,8.1,4.7,7.3
4/24/2022 13:00,66.7,1578,65.7,1255,61.9,701,65.4,3534,36,100,9.3,7.8,4.5,7.2
4/24/2022 14:00,66.9,1578,65.9,1295,62.1,727,65.6,3600,36,100,9.3,8,4.7,7.3
4/24/2022 15:00,66.8,1575,65.9,1292,61.1,746,65.3,3613,36,100,9.3,8,4.9,7.4
4/24/2022 16:00,67.1,1441,66.4,1312,61.3,720,65.6,3473,36,100,8.5,8.1,4.7,7.1
4/24/2022 17:00,66.7,1513,65.9,1264,61.7,760,65.3,3537,36,100,9,7.8,5,7.3
4/24/2022 18:00,65.3,1534,64.6,1274,60.8,744,64.1,3552,36,100,9.3,8.1,4.9,7.4
4/24/2022 19:00,64.8,1433,64,1203,61,766,63.7,3402,36,100,8.7,7.7,5.1,7.2
4/24/2022 20:00,64.4,1361,63.3,1176,60.3,614,63.2,3151,36,100,8.3,7.6,4.1,6.7
4/24/2022 21:00,70.8,890,69,845,62.2,466,68.3,2201,36,100,5.2,5.2,3,4.5
4/24/2022 22:00,71.2,680,69.2,678,62.3,364,68.5,1722,36,100,3.9,4.2,2.4,3.5
4/24/2022 23:00,72.1,351,69.3,478,62.5,247,68.7,1076,36,100,2,2.9,1.6,2.2
4/25/2022 0:00,71.8,276,69.5,350,62.7,154,69,780,36,100,1.6,2.2,1,1.6
4/25/2022 1:00,71.8,144,69.4,277,62.6,131,68.4,552,36,100,0.8,1.7,0.9,1.1
4/25/2022 2:00,71.7,138,69.5,238,62.7,97,68.7,473,36,100,0.8,1.5,0.7,1
4/25/2022 3:00,71.7,155,69.4,247,62.5,120,68.5,522,36,100,0.9,1.5,0.9,1.1
4/25/2022 4:00,71.7,256,70,362,62.9,155,69.1,773,36,100,1.4,2.2,1,1.5
4/25/2022 5:00,71.5,432,69.4,497,62.4,222,68.8,1151,36,100,2.4,3,1.5,2.3
4/25/2022 6:00,71.6,658,69.3,702,62.6,332,68.9,1692,36,100,3.7,4.2,2.2,3.4
4/25/2022 7:00,71.9,751,69.2,857,62.6,433,68.8,2041,36,100,4.2,5.2,2.9,4.1
4/25/2022 8:00,71.9,756,68.1,836,62.5,483,68.2,2075,36,100,4.3,5.2,3.3,4.2
4/25/2022 9:00,71.7,910,67.2,902,62.4,537,67.8,2349,36,100,5.2,5.6,3.7,4.9
4/25/2022 10:00,70.8,1096,66,976,62.1,616,67.1,2688,36,100,6.4,6.2,4.3,5.6
4/25/2022 11:00,71.6,1120,66.5,1006,62.5,632,67.6,2758,36,100,6.5,6.3,4.4,5.8
4/25/2022 12:00,67.5,1197,65.2,1016,62,647,65.4,2860,36,100,7.1,6.5,4.6,6.1
4/25/2022 13:00,68.2,1274,66.2,1086,62.3,683,66.2,3043,36,100,7.4,6.9,4.8,6.3
4/25/2022 14:00,68.9,1311,67.1,1074,63.2,676,67,3061,36,100,7.6,6.7,4.6,6.3
4/25/2022 15:00,69.5,1308,68.2,1097,63.9,656,67.8,3061,36,100,7.5,6.7,4.4,6.2
